학과,과목번호,과목명,학점,권장학년,수강신청 참조사항,과목 설명
기계공학과,MEE4023,로봇설계및제어,3.0,"[3, 4]",,선수과목 : MEE3013 자동제어
기계공학과,MEE4024,복합재료입문,3.0,[4],,구)계측및신호처리
기계공학과,MEE4032,미소열유체역학,3.0,"[3, 4]",,"(구)마이크로열유체공학, 선수과목 : MEE2012 유체역학I"
기계공학과,MEE4033,메카트로닉스,3.0,"[3, 4]",,
기계공학과,MEE4042,열유체시스템설계,3.0,"[3, 4]",,
기계공학과,MEE4047,기계공학세미나,1.0,[4],,
기계공학과,MEE4070,기계공학현장실습,3.0,"[3, 4]",,"과목평가:S/U, (구)기계공학인턴쉽I"
기계공학과,MEEG005,연속체역학,3.0,[4],,대학원초급과목
기계공학과,MEEG006,유한요소해석과 응용,3.0,[4],,구)유한요소법개론
기계공학과,MEEG007,전산유체역학,3.0,"[3, 4]",,선수과목 : MEE2012 유체역학I/(구)MEEG012
기계공학과,MEEG008,고급제어I,3.0,"[3, 4]",,(구)MEEG013
기계공학과,MEEG009,음향학의 기초,3.0,[4],,"구)동역학특론,구)MEEG014 소성이론의응용"
기계공학과,MEEG017,미소열유체공학,3.0,"[3, 4]",,
기계공학과,MEEG018,시스템모델링및해석,3.0,"[3, 4]",,
기계공학과,MEEG019,공정설계의CAE,3.0,"[3, 4]",,
기계공학과,MEEG032,전산열전달,3.0,"[3, 4]",,
기계공학과,MEEG041,바이오역학,3.0,"[3, 4]",,
기계공학과,MEEG042,통계열역학및미소열전달,3.0,"[3, 4]",,
기계공학과,MEEG052,고급열전달,3.0,"[3, 4]",,
기계공학과,MEEG062,열유체시스템설계,3.0,[4],,구)MEE4042
기계공학과,MEEG104,반도체공학,3.0,"[3, 4]",,구)센서공학
기계공학과,MEEG111,실험계획법과통계분석,3.0,"[3, 4]",,
기계공학과,MEEG112,연료전지개론,3.0,"[3, 4]",,대학원초급과목
기계공학과,MEEG114,메카노바이오공학,3.0,"[3, 4]",,
경영학부(경영학전공),MGT2002,경영통계학,3.0,[1],"경영대학(가능),공공인재 연계전공(가능),융합소프트웨어연계전공(가능),빅데이터사이언스연계전공(가능)","수학,컴공전공자,통계학입문수강자 불가(통계학입문,경제통계학으로대체가능)"
경영학부(경영학전공),MGT2003,회계학원론,3.0,"[1, 2]",,
경영학부(경영학전공),MGT3001,조직행동이론,3.0,"[2, 3, 4]","경영대학(가능),공공인재 연계전공(가능),스타트업연계전공(가능)",
경영학부(경영학전공),MGT3002,경영정보시스템,3.0,"[2, 3, 4]","경영대학(가능),스타트업연계전공(가능)",
경영학부(경영학전공),MGT3003,운영관리,3.0,"[2, 3, 4]","경영대학(가능),스타트업연계전공(가능)",구)생산관리론
경영학부(경영학전공),MGT3004,재무관리,3.0,"[2, 3, 4]","경영대학(가능),공공인재 연계전공(가능),스타트업연계전공(가능)",
경영학부(경영학전공),MGT3005,관리회계,3.0,"[2, 3]","경영대학(가능),공공인재 연계전공(가능),스타트업연계전공(가능)",
경영학부(경영학전공),MGT3006,마케팅원론,3.0,"[2, 3, 4]","경영대학(가능),스타트업연계전공(가능)",
경영학부(경영학전공),MGT3007,국제경영론,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT3008,전공진로설계Ⅰ,,"[2, 3, 4]",,
경영학부(경영학전공),MGT4101,경영전략시뮬레이션,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4102,경영전략,3.0,"[2, 3, 4]","경영대학(가능),스타트업연계전공(가능)",
경영학부(경영학전공),MGT4103,조직구조와전략,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4104,리더쉽이론,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4105,기업윤리,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4106,인적자원관리,3.0,"[2, 3, 4]","경영대학(가능),공공인재 연계전공(가능),스타트업연계전공(가능)",
경영학부(경영학전공),MGT4107,노사관계론,3.0,"[2, 3, 4]",,
경영학부(경영학전공),MGT4201,의사결정론,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4202,통계자료분석,3.0,"[2, 3, 4]","경영대학(가능),빅데이터사이언스연계전공(가능)",(구 목표관리론의 대체과목)
경영학부(경영학전공),MGT4203,경영과학,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4204,시뮬레이션,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4206,경영환경에서의시계열자료분석과예측(캡스톤디자인),3.0,"[2, 3, 4]","경영대학(가능),빅데이터사이언스연계전공(가능),인공지능연계전공(가능)",
경영학부(경영학전공),MGT4207,BA 인공지능,3.0,"[2, 3, 4]",,(구)응용경영통계
경영학부(경영학전공),MGT4208,웹데이터수집과 텍스트분석(캡스톤디자인),3.0,"[3, 4]",,(구)웹데이터분석과응용(캡스톤디자인)
경영학부(경영학전공),MGT4221,경영과정보기술,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4222,모바일통신경영,3.0,"[2, 3, 4]",,
경영학부(경영학전공),MGT4224,디지털 플랫폼 비즈니스,3.0,"[2, 3, 4]",,구)전자상거래론
경영학부(경영학전공),MGT4226,빅데이터와 비즈니스 모델,3.0,"[2, 3, 4]","경영대학(가능),빅데이터사이언스연계전공(가능),인공지능연계전공(가능)","(구)고객행위분석과서비스모델링, (구)빅데이터와비즈니스인텔리젼스"
경영학부(경영학전공),MGT4227,디지털변혁과비즈니스모델혁신,3.0,"[2, 3, 4]",경영대학(가능),(구)지식경영과서비스혁신
경영학부(경영학전공),MGT4231,인공지능과경영모델,3.0,"[1, 2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4241,기술경영과기술사업화,3.0,"[2, 3, 4]",경영대학(가능),(구)기술경영
경영학부(경영학전공),MGT4243,경영품질의이해,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4245,정보화시대의기업경영과혁신,3.0,"[2, 3, 4]",,
경영학부(경영학전공),MGT4247,공급체인관리와e-business,3.0,"[2, 3, 4]","경영대학(가능),스타트업연계전공(가능)",
경영학부(경영학전공),MGT4248,비즈니스프로세스관리,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4251,프로세스 수익경영,3.0,"[3, 4]",,
경영학부(경영학전공),MGT4301,투자론,3.0,"[2, 3, 4]","경영대학(가능),공공인재 연계전공(가능)",구 투자론I
경영학부(경영학전공),MGT4303,파생상품론,3.0,"[2, 3, 4]",경영대학(가능),"구)선물옵션투자론, 구 투자론II"
경영학부(경영학전공),MGT4304,포트폴리오관리,3.0,"[2, 3, 4]",,(구 자본예산편성론의 대체과목)
경영학부(경영학전공),MGT4306,금융리스크관리,3.0,"[2, 3, 4]",,(구 계량재무분석의 대체과목)
경영학부(경영학전공),MGT4307,금융기관론,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4308,벤처캐피탈과투자분석(캡스톤디자인),3.0,"[2, 3, 4]",경영대학(가능),구)재무사례분석(캡스톤디자인)
경영학부(경영학전공),MGT4313,벤처와금융시장(캡스톤디자인),3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4316,금융위기와 금융산업 혁신,3.0,"[1, 2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4331,보험학원론,3.0,"[2, 3, 4]",,
경영학부(경영학전공),MGT4401,중급회계1,3.0,"[2, 3, 4]","경영대학(가능),공공인재 연계전공(가능)",
경영학부(경영학전공),MGT4402,중급회계2,3.0,"[2, 3, 4]","경영대학(가능),공공인재 연계전공(가능)",
경영학부(경영학전공),MGT4403,고급회계,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4404,원가회계,3.0,"[2, 3, 4]","경영대학(가능),공공인재 연계전공(가능)",
경영학부(경영학전공),MGT4406,세무회계,3.0,"[2, 3, 4]",,
경영학부(경영학전공),MGT4407,회계감사,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4501,마케팅전략,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4502,소비자행동론,3.0,"[2, 3, 4]",,
경영학부(경영학전공),MGT4503,시장조사론,3.0,"[2, 3, 4]","경영대학(가능),스타트업연계전공(가능)",
경영학부(경영학전공),MGT4507,유통전략론,3.0,"[2, 3, 4]",,
경영학부(경영학전공),MGT4508,서비스마케팅,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4510,국제마케팅론,3.0,"[2, 3, 4]",,
경영학부(경영학전공),MGT4513,마케팅최신주제및사례연구,3.0,"[3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4515,빅데이터기반마케팅과스타트업,3.0,"[2, 3, 4]","경영대학(가능),빅데이터사이언스연계전공(가능),인공지능연계전공(가능)",(구)빅데이터마케팅
경영학부(경영학전공),MGT4516,인공지능과마케팅,3.0,"[2, 3, 4]","경영대학(가능),인공지능연계전공(가능)",
경영학부(경영학전공),MGT4517,메타버스가상시장과마케팅사이언스,3.0,"[2, 3, 4]","경영대학,융합소프트웨어연계전공,빅데이터사이언스연계전공,인공지능연계전공(가능)",
경영학부(경영학전공),MGT4601,기업과국제환경,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4602,다국적기업론,3.0,"[2, 3, 4]",,
경영학부(경영학전공),MGT4604,국제경영전략,3.0,"[2, 3, 4]",경영대학(가능),구 국제경영정책
경영학부(경영학전공),MGT4605,무역경영관리,3.0,"[2, 3, 4]",경영대학(가능),(구) 무역실무
경영학부(경영학전공),MGT4613,중국시장및경영환경의이해,3.0,"[3, 4]",,
경영학부(경영학전공),MGT4615,창업의이해(캡스톤디자인),3.0,"[3, 4]",,(구)창업의이해
경영학부(경영학전공),MGT4616,글로벌 혁신 전략,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4701,경영영어라이팅,3.0,"[3, 4]",,구 영어비즈니스커뮤니케이션(무역영어)
경영학부(경영학전공),MGT4705,경영학현장실습,3.0,"[3, 4]",,"수강승인과목, 성적평가:S/U, (구)경영인턴"
경영학부(경영학전공),MGT4710,글로벌리더쉽실습,3.0,"[1, 2, 3, 4]",,"수강승인과목, 과목평가:S/U"
경영학부(경영학전공),MGT4712,"지식,인성그리고경영",3.0,"[2, 3, 4]",,
경영학부(경영학전공),MGT4717,"지식,인성그리고경영(심화)",3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4718,이해관계자자본주의와ESG,3.0,"[3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4719,서비스 공급망관리와 ESG,3.0,"[2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGT4720,IT시대의 사회인준비특강,1.0,"[1, 2, 3, 4]",,
경영학부(경영학전공),MGT4724,해외진출 한국기업의 현지화전략(탐구공동체),1.5,"[1, 2, 3, 4]",경영대학(가능),
경영학부(경영학전공),MGTG109,기업지배구조와기업전략,3.0,"[3, 4]",,구)MGT4109
경영학부(경영학전공),MGTG310,가치평가이론과실무,3.0,"[2, 3, 4]",,"구)투자은행업무및국제자본시장의 대체과목, 구)MGT4310"
경영학부(경영학전공),MGTG315,메타버스가상시장과마케팅(캡스톤디자인),3.0,"[1, 2, 3, 4]",,(구)MGT4517 메타버스가상시장과마케팅사이언스
경영학부(경영학전공),MGTG505,브랜드전략론,3.0,"[2, 3, 4]",,구)MGT4505
경영학부(경영학전공),MGTG610,경영 데이터사이언스,3.0,"[2, 3, 4]",,
경영학부(경영학전공),MGTG613,인공지능 자료분석,3.0,"[3, 4]",,
경영학부(경영학전공),MGTG706,회계/재무정보분석의이해와응용,3.0,"[3, 4]",,
경영학부(경영학전공),MGTG707,ESG 세미나,3.0,"[3, 4]",경영대학(가능),
정치학/경제학/철학 연계전공,PEP3000,"현대문명의정치,경제,철학적이해",3.0,"[1, 2, 3, 4]",,(구)PEP2000
철학과,PHI2001,철학개론,3.0,"[2, 3, 4]",,
철학과,PHI2002,동양철학개론,3.0,"[2, 3, 4]",,
철학과,PHI2003,서양철학사,3.0,"[2, 3, 4]",,
철학과,PHI2004,한국철학사,3.0,"[2, 3, 4]",,
철학과,PHI2005,논리학개론,3.0,"[2, 3, 4]",,
철학과,PHI2006,형이상학,3.0,"[2, 3, 4]",,
철학과,PHI2007,인식론,3.0,"[2, 3, 4]",,
철학과,PHI2008,윤리학,3.0,"[2, 3, 4]",,
철학과,PHI3003,서양근대철학사,3.0,"[2, 3, 4]",,
철학과,PHI3004,서양현대철학사,3.0,"[2, 3, 4]",,
철학과,PHI3005,플라톤철학,3.0,"[2, 3, 4]",,
철학과,PHI3006,아리스토텔레스철학,3.0,"[2, 3, 4]",,
철학과,PHI3007,아우구스티누스철학,3.0,"[2, 3, 4]",,
철학과,PHI3008,토마스철학,3.0,"[2, 3, 4]",,
철학과,PHI3011,독일관념론,3.0,"[2, 3, 4]",,
철학과,PHI3014,미학개론,3.0,"[2, 3, 4]",,(구 철학탐구방법론 대체과목)
철학과,PHI3018,생철학,3.0,"[2, 3, 4]",,
철학과,PHI3023,분석철학,3.0,"[2, 3, 4]",,
철학과,PHI3024,예술철학,3.0,"[2, 3, 4]",,
철학과,PHI3026,심리철학,3.0,"[2, 3, 4]",,
철학과,PHI3028,기호논리학,3.0,"[2, 3, 4]",,
철학과,PHI3030,언어철학,3.0,"[2, 3, 4]",,
철학과,PHI3033,"선진,한철학사",3.0,"[2, 3, 4]",,
철학과,PHI3034,"위진,당철학사",3.0,"[2, 3, 4]",,
철학과,PHI3035,근현대중국철학사1,3.0,"[2, 3, 4]",,"(구)송,명,청철학사"
철학과,PHI3036,근현대중국철학사2,3.0,"[2, 3, 4]",,(구)중국근현대철학사
철학과,PHI3037,도가철학,3.0,"[2, 3, 4]",,
철학과,PHI3038,유가철학,3.0,"[2, 3, 4]",,
철학과,PHI3039,불가철학,3.0,"[2, 3, 4]",,
철학과,PHI3044,양명학,3.0,"[2, 3, 4]",,구16-062 몸의철학 대체과목
철학과,PHI3045,동양철학과 제4차 산업혁명,3.0,"[1, 2, 3, 4]",,
철학과,PHI3046,칸트철학,3.0,"[2, 3, 4]",,
철학과,PHI3047,전공진로설계Ⅰ,,"[2, 3, 4]",,
철학과,PHI4002,교부철학,3.0,"[2, 3, 4]",,
철학과,PHI4007,형이상학특강,3.0,"[2, 3, 4]",,
철학과,PHI4011,그리스철학특강,3.0,"[2, 3, 4]",,
철학과,PHI4018,중국철학특강,3.0,"[2, 3, 4]",,
철학과,PHI4023,생명윤리,3.0,"[2, 3, 4]",,
철학과,PHI4024,인공지능과윤리,3.0,"[2, 3, 4]",,구)과학기술의철학
철학과,PHI4035,예술철학특강,3.0,"[2, 3, 4]",,
철학과,PHI4044,양상논리학,3.0,"[2, 3, 4]",,
철학과,PHI4061,인공지능과 윤리실습(캡스톤디자인),3.0,"[2, 3, 4]",,
철학과,PHI4099,개별연구논문,3.0,"[3, 4]",,
철학과,PHIG081,서양철학연습,3.0,"[1, 2, 3, 4]",,대학원초급과목
철학과,PHIG082,동양철학읽기,3.0,"[3, 4]",,대학원초급과목
철학과,PHIG083,서양철학읽기,3.0,"[1, 2, 3, 4]",,
철학과,PHIG084,서양철학의근본원리들,3.0,"[3, 4]",,"대학원초급과목,PHI4037의 대체과목"
철학과,PHIG085,서양철학의핵심문제들,3.0,"[3, 4]",,"대학원초급과목,PHI4038의 대체과목"
철학과,PHIG086,중세철학사특강,3.0,"[3, 4]",,
철학과,PHIQ981,철학교과논리및논술,3.0,"[2, 3, 4]",,교직이수자만 전공학점으로 인정
철학과,PHIQ982,철학교과교육론,3.0,"[3, 4]",,교직이수자만 전공학점으로 인정
철학과,PHIQ983,철학교과교재연구및지도법,3.0,"[2, 3, 4]",,교직이수자만 전공학점으로 인정
물리학과,PHY1001,일반물리I,3.0,[1],물리학과(1전공 불가능),
물리학과,PHY1002,일반물리II,3.0,[1],,
물리학과,PHY1101,일반물리실험I,1.0,[1],,
물리학과,PHY1102,일반물리실험II,1.0,[1],,
물리학과,PHY2001,역학I,3.0,[2],,
물리학과,PHY2002,역학II,3.0,"[2, 3, 4]",,
물리학과,PHY2003,전자기학I,3.0,[2],,"(=전자공학과 전자장론I, 둘 중 한과목만 학점인정)"
물리학과,PHY2004,전자기학II,3.0,[2],,
물리학과,PHY2005,수리물리학I,3.0,[2],,
물리학과,PHY2006,수리물리학II,3.0,[2],,
물리학과,PHY2007,전자물리학I,3.0,[2],,
물리학과,PHY2009,현대물리학,3.0,[2],,
물리학과,PHY2101,실험물리학I,2.0,[2],,
물리학과,PHY2102,실험물리학II,2.0,[2],,
물리학과,PHY3001,양자물리학I,3.0,[3],,
물리학과,PHY3002,양자물리학II,3.0,[3],,
물리학과,PHY3003,열역학,3.0,[3],,
물리학과,PHY3004,통계물리학,3.0,[3],,
물리학과,PHY3101,실험물리학III,2.0,[3],,
물리학과,PHY3102,실험물리학Ⅳ,2.0,[3],,
물리학과,PHY3501,물리캡스톤디자인I(캡스톤디자인),3.0,"[2, 3, 4]",,
물리학과,PHY3502,물리캡스톤디자인II(캡스톤디자인),3.0,"[2, 3, 4]",,
물리학과,PHY3510,물리현장실습,3.0,"[3, 4]",,"과목평가:S/U, (구)물리인턴쉽"
물리학과,PHY3515,전공진로설계Ⅰ,,"[2, 3, 4]",,
물리학과,PHY4001,고체물리학I,3.0,"[3, 4]",,
물리학과,PHY4002,고체물리학II,3.0,"[3, 4]",,
물리학과,PHY4003,현대광학I,3.0,"[3, 4]",,
물리학과,PHY4005,기초입자이론I,3.0,[4],,
물리학과,PHY4009,반도체물리학,3.0,[4],,
물리학과,PHY4010,일반상대성이론,3.0,"[3, 4]",,(구) 천체물리학I
물리학과,PHY4012,나노물리,3.0,"[3, 4]",,
물리학과,PHY4201,특수연구,3.0,[4],,전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목
물리학과,PHY4203,물리특허와기술이전,1.0,[4],,전공학점으로 인정되지 않음.(총학점에는 포함됨)
물리학과,PHY4204,졸업프로젝트,3.0,[4],,전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목
물리학과,PHYG001,고전물리I,3.0,[4],,"대학원초급과목,구PHY5001"
물리학과,PHYG003,통계역학,3.0,[4],,대학원초급과목
물리학과,PHYG004,기계학습응용,3.0,"[3, 4]",,
정치외교학과,POL2002,정치학개론,3.0,[1],,
정치외교학과,POL2003,사회과학자를 위한 데이터 사이언스,3.0,"[1, 2, 3, 4]",,(구)정치학조사방법론
정치외교학과,POL2004,사회과학 데이터 분석의 기초,3.0,"[1, 2, 3, 4]",,구)연구방법론
정치외교학과,POL2005,법과 정치,3.0,"[1, 2, 3, 4]",,"구)정치,행정과 법"
정치외교학과,POL2010,정치외교의 현재와 미래(캡스톤디자인),3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3050,전공진로설계Ⅰ,,"[2, 3, 4]",,
정치외교학과,POL3060,한국정치론,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3061,한국정치사,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3068,한국의선거,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3080,현대북한의정치,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3097,정치분석,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3098,의회정치론,3.0,"[2, 3, 4]",,
정치외교학과,POL3100,정치사상의이해,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3108,근대정치사상,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3110,정치사상특강,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3111,정보사회의정치,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3112,문화와정치,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3122,소유와화폐의정치,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3130,국제정치론,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3132,동북아정치질서,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3138,외교정책론,3.0,"[1, 2, 3, 4]",,구 외교정책결정론
정치외교학과,POL3146,국제기구론,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3147,국제개발협력(캡스톤디자인),3.0,"[1, 2, 3, 4]",,구)국제개발협력
정치외교학과,POL3156,세계외교사,3.0,"[1, 2, 3, 4]",,구 동서양외교사
정치외교학과,POL3158,국제정치경제론,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3161,비교정치론,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3162,미국정치의이해,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3163,일본정치의이해,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3165,중국정치의이해,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3167,정치발전과저발전의정치,3.0,"[1, 2, 3, 4]",,(구)정치발전과 국가
정치외교학과,POL3172,동아시아지역협력과갈등,3.0,"[1, 2, 3, 4]",,구)동아시아정치의이해
정치외교학과,POL3173,동남아정치의이해,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3179,비교민주주의론,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3181,현대정치학의대가들,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3182,정치경제론,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3184,정치심리학,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3185,미국정치특강,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3187,일본정치특강,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3200,젠더와 정치,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3201,불평등과 재분배의 정치,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL3202,데이터로 보는 정치와 세계,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL4066,한국정치이념논쟁사,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL4067,한국정치경제론,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL4082,통일한반도의미래상,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL4084,한반도정치론,3.0,"[3, 4]",,
정치외교학과,POL4114,한국현대정치사상사,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL4133,국제정치이론,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL4146,중국의외교정책,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL4147,국제정치특강,3.0,"[1, 2, 3, 4]",,구)국제관계특강 구)국제관계특강I
정치외교학과,POL4151,군사안보전략,3.0,"[1, 2, 3, 4]",,
정치외교학과,POL4155,국제관계실무토론과글쓰기,3.0,"[3, 4]",,
정치외교학과,POL4169,비교정치특강,3.0,"[1, 2, 3, 4]",,
정치외교학과,POLG224,현대민주주의론,3.0,"[1, 2, 3, 4]",,
정치외교학과,POLG301,계량정치분석 Ⅰ,3.0,"[1, 2, 3, 4]",,
정치외교학과,POLG532,미국정치론,3.0,"[1, 2, 3, 4]",,
심리학과,PSY2001,일반심리학,3.0,"[1, 2, 3, 4]",,
심리학과,PSY2002,심리통계,3.0,"[1, 2, 3, 4]",,
심리학과,PSY2003,발달심리학,3.0,"[1, 2, 3, 4]",,
심리학과,PSY2004,인지심리학,3.0,"[1, 2, 3, 4]",,
심리학과,PSY3001,임상심리학,3.0,"[2, 3, 4]",,
심리학과,PSY3002,상담심리학,3.0,"[2, 3, 4]",,
심리학과,PSY3004,건강심리학,3.0,"[2, 3, 4]",,
심리학과,PSY3005,적응심리학,3.0,"[2, 3, 4]",,
