학과,과목번호,과목명,학점,권장학년,수강신청 참조사항,과목 설명
심리학과,PSY3008,성격심리학,3.0,"[2, 3, 4]",,전학년수강신청일에 타전공생신청가능
심리학과,PSY3009,사회심리학,3.0,"[2, 3, 4]",,
심리학과,PSY3010,인사심리학,3.0,"[2, 3, 4]",,구)산업및조직심리학
심리학과,PSY3012,생리및생물심리학,3.0,"[2, 3, 4]",,
심리학과,PSY3013,지각심리학,3.0,"[2, 3, 4]",,
심리학과,PSY3014,학습심리학,3.0,"[2, 3, 4]",,
심리학과,PSY3016,동기및정서심리학,3.0,"[2, 3, 4]",,
심리학과,PSY3020,아동청소년상담과심리치료,3.0,"[3, 4]",,
심리학과,PSY3022,다문화심리학,3.0,"[2, 3, 4]",,
심리학과,PSY3025,개인차의심리학,3.0,"[2, 3, 4]",,
심리학과,PSY3026,전공진로설계Ⅰ,,"[2, 3, 4]",,
심리학과,PSY4001,이상심리학,3.0,"[2, 3, 4]",,
심리학과,PSY4002,심리검사및측정,3.0,"[2, 3, 4]",,
심리학과,PSY4003,현대심리치료,3.0,"[2, 3, 4]",,
심리학과,PSY4005,집단상담,3.0,"[2, 3, 4]",,
심리학과,PSY4006,가족상담,3.0,"[2, 3, 4]",,
심리학과,PSY4007,진로상담,3.0,"[2, 3, 4]",,
심리학과,PSY4009,집단행동의심리학,3.0,"[2, 3, 4]",,
심리학과,PSY4012,광고및소비자심리학,3.0,"[2, 3, 4]",,
심리학과,PSY4014,유아및아동심리학,3.0,"[2, 3, 4]",,
심리학과,PSY4016,조직심리학,3.0,"[2, 3, 4]",,구)인지공학
심리학과,PSY4019,독서심리학,3.0,"[2, 3, 4]",,
심리학과,PSY4024,창의성의심리학,3.0,"[2, 3, 4]",,구)심리학의제문제
심리학과,PSY4025,심리학연구방법론,3.0,"[2, 3, 4]",,
심리학과,PSY4032,상담면접기법,3.0,"[3, 4]",,
심리학과,PSY4034,심리평가및진단,3.0,"[3, 4]",,
심리학과,PSY4036,발달정신병리학,3.0,"[3, 4]",,
심리학과,PSY4038,사회심리학세미나,3.0,[4],,
심리학과,PSY4042,직업심리학,3.0,"[3, 4]",,
심리학과,PSY4045,자기와정체성,3.0,"[2, 3, 4]",,
심리학과,PSYG002,인지실험심리학,3.0,"[3, 4]",,
심리학과,PSYG003,실험설계및통계분석,3.0,"[3, 4]",,
심리학과,PSYG004,상담및임상연구설계의이해,3.0,"[3, 4]",,
심리학과,PSYG005,집단상담과 심리치료 세미나,3.0,[4],,
공공인재 연계전공,PUB2005,법과현대사회,3.0,"[1, 2, 3, 4]",,"구)HSS3010/LAW2010,PUB2001,2002,2003,2004,2006의 대체과목"
공공인재 연계전공,PUB3016,사회보장과법,3.0,"[3, 4]",,
공공인재 연계전공,PUB3020,경제법,3.0,"[2, 3, 4]",,"PUB4003,PUB4008의 대체과목"
공공인재 연계전공,PUB3021,국제법,3.0,"[1, 2, 3, 4]",,"PUB3018,PUB3019,PUB4001의 대체과목"
공공인재 연계전공,PUB3022,노동법,3.0,"[2, 3, 4]",,PUB4004의 대체과목
공공인재 연계전공,PUB3023,"민법 Ⅰ (민법총칙,물권법)",3.0,"[1, 2, 3, 4]",,"PUB3014,PUB33015의 대체과목"
공공인재 연계전공,PUB3024,"민법 Ⅱ (채권총칙,채권각칙,가족법)",3.0,"[1, 2, 3, 4]",,"PUB3004,PUB3005,PUB3006의 대체과목"
공공인재 연계전공,PUB3025,민사소송법,3.0,"[2, 3, 4]",,PUB3007의 대체과목
공공인재 연계전공,PUB3026,상법,3.0,"[1, 2, 3, 4]",,"PUB3010,PUB3011의 대체과목"
공공인재 연계전공,PUB3027,세법,3.0,"[2, 3, 4]",,PUB4007의 대체과목
공공인재 연계전공,PUB3028,지식재산권법,3.0,"[1, 2, 3, 4]",,"PUB4005,PUB4006의 대체과목"
공공인재 연계전공,PUB3029,행정법,3.0,"[1, 2, 3, 4]",,"PUB3003,PUB4002의 대체과목"
공공인재 연계전공,PUB3030,헌법,3.0,"[1, 2, 3, 4]",,"PUB3001,PUB3002,PUB3012의 대체과목"
공공인재 연계전공,PUB3031,형법,3.0,"[1, 2, 3, 4]",,"PUB3008,PUB3017의 대체과목"
공공인재 연계전공,PUB3032,형사소송법,3.0,"[2, 3, 4]",,"PUB3009,PUB4010의 대체과목"
공공인재 연계전공,PUB4009,국제인권과법,3.0,"[1, 2, 3, 4]",,
종교학과,REL2001,종교의이해,3.0,"[1, 2, 3, 4]",,
종교학과,REL2002,세계종교입문,3.0,"[1, 2, 3, 4]",,
종교학과,REL2010,종교학답사I,1.0,"[1, 2, 3, 4]",,
종교학과,REL2011,종교학답사II,1.0,"[1, 2, 3, 4]",,
종교학과,REL2012,종교학답사III,1.0,"[1, 2, 3, 4]",종교학과(가능),
종교학과,REL3001,힌두교의이해,3.0,"[1, 2, 3, 4]",,
종교학과,REL3003,이슬람교의이해,3.0,"[1, 2, 3, 4]",,
종교학과,REL3004,중국종교의이해,3.0,"[1, 2]",,
종교학과,REL3006,고대근동의종교,3.0,"[1, 2, 3, 4]",,
종교학과,REL3007,그리스도교의이해,3.0,"[1, 2, 3, 4]",,
종교학과,REL3008,유교의중심사상,3.0,"[1, 2, 3, 4]",,
종교학과,REL3009,도교의중심사상,3.0,"[1, 2, 3, 4]",,
종교학과,REL3010,현대사회와이슬람교,3.0,"[1, 2, 3, 4]",,
종교학과,REL3013,한국그리스도교의이해,3.0,"[1, 2, 3, 4]",,
종교학과,REL3018,불교강독,3.0,"[1, 2, 3, 4]",,
종교학과,REL3019,힌두교강독,3.0,"[1, 2, 3, 4]",,
종교학과,REL3021,도교강독,3.0,"[1, 2, 3, 4]",,
종교학과,REL3022,한국종교의이해,3.0,"[1, 2, 3, 4]",,
종교학과,REL3024,그리스도교강독,3.0,"[1, 2, 3, 4]",,
종교학과,REL3027,종교현상학,3.0,"[1, 2, 3, 4]",,
종교학과,REL3028,종교인류학,3.0,"[1, 2, 3, 4]",,
종교학과,REL3029,종교심리학,3.0,"[1, 2, 3, 4]",,
종교학과,REL3033,한국무교의이해,3.0,"[1, 2, 3, 4]",,
종교학과,REL3036,비교신비주의,3.0,"[1, 2, 3, 4]",,
종교학과,REL3039,종교간의대화,3.0,"[1, 2, 3, 4]",,
종교학과,REL3043,수양과명상,3.0,"[1, 2, 3, 4]",,
종교학과,REL3044,그리스도교영성,3.0,"[1, 2, 3, 4]",,
종교학과,REL3046,죽음과고통의종교심리학,3.0,"[1, 2, 3, 4]",,"구)죽음의이해, 구)죽음과고통의현상학"
종교학과,REL3047,현대종교심리학세미나,3.0,"[1, 2, 3, 4]",,구)초월심리학과종교
종교학과,REL3051,세계불교입문,3.0,"[3, 4]",,
종교학과,REL3053,디지털 시대의 종교,3.0,"[2, 3, 4]",,
종교학과,REL3055,종말론: 유토피아와 디스토피아,3.0,"[2, 3, 4]",,
종교학과,RELG001,종교연구방법론,3.0,"[3, 4]",,대학원초급과목
종교학과,RELG006,유교경전연구,3.0,"[2, 3, 4]",,
종교학과,RELQ981,종교교과교육론,3.0,"[3, 4]",,교직이수자만 전공학점으로 인정
종교학과,RELQ982,종교교과논리및논술,3.0,"[2, 3, 4]",,교직이수자만 전공학점으로 인정
전인교육원,ROT4001,안보학,3.0,[3],,
전인교육원,ROT4002,안전및조직관리사례연구,3.0,[3],,
전인교육원,ROT4003,조직리더십,3.0,[4],,
전인교육원,ROT4004,조직리더십사례연구,3.0,[4],,
전인교육원,ROT4007,군사훈련 Ⅲ,1.0,"[2, 3, 4]",,
SCIENCE기반자유전공학부,SCI1011,과학수학,3.0,"[1, 2, 3, 4]",SCIENCE기반자유전(가능),
SCIENCE기반자유전공학부,SCI1014,통합생물학,3.0,"[1, 2, 3, 4]",SCIENCE기반자유전(가능),
전인교육원,SHS2001,현대사회의이해,3.0,"[1, 2]",,
전인교육원,SHS2002,한국과세계,3.0,[1],,
전인교육원,SHS2003,커뮤니케이션과사회,3.0,"[1, 2, 3, 4]",,
전인교육원,SHS2005,법과지식재산,3.0,"[1, 2]",,"(구)법과공학, 법과지식산업"
전인교육원,SHS2007,생활속의심리학,3.0,"[1, 2, 3, 4]",,
전인교육원,SHS2009,한류와 미디어,3.0,"[1, 2, 3, 4]",,구) KSC4003
전인교육원,SHS2010,한국의 경제 발전,3.0,"[1, 2, 3, 4]",,구) KSC4008
전인교육원,SHU2001,인공지능 규제의 윤리 및 법적 쟁점(탐구공동체),1.5,"[1, 2, 3, 4]",,
전인교육원,SHU4001,북한의이해와통일후한국,3.0,"[1, 2, 3, 4]",,구 통일과민족의미래의 대체과목/북한의이해(SHU4002)의 대체과목
전인교육원,SHU4010,동남아시아전통사회의이해,3.0,"[1, 2, 3, 4]",,
전인교육원,SHU4016,현대사회와복지국가,3.0,"[1, 2, 3, 4]",,구) SHS2004
전인교육원,SHU4019,삶과교육,3.0,"[1, 2, 3, 4]",,
전인교육원,SHU4023,성의식과인간이해,3.0,"[1, 2, 3, 4]",,"젠더,가족과사회복지(SHU4033)의 대체과목"
전인교육원,SHU4024,결혼준비특강,3.0,"[1, 2, 3, 4]",,
전인교육원,SHU4028,지리로 보는 세계,3.0,"[1, 2, 3, 4]",,구)인문지리
전인교육원,SHU4050,국제개발협력의이해,3.0,"[1, 2, 3, 4]",,과목평가:S/U
전인교육원,SHU4052,세계대전의이해,3.0,"[1, 2, 3, 4]",,현대세계와전쟁(SHU4049)의 대체과목/문명의충돌(SHU4012)의 대체과목
전인교육원,SHU4057,공감의시대,2.0,"[1, 2, 3, 4]",,
전인교육원,SHU4063,4차산업혁명과기업가정신,2.0,"[1, 2, 3, 4]",,"평가:S/U, 구)인간과기업가정신"
전인교육원,SHU4068,한중정치사회의이해(중국어)(중국어강의),3.0,"[1, 2, 3, 4]",,
전인교육원,SHU4071,기업으로본아시아현대사회,3.0,"[1, 2, 3, 4]",,공정무역과사회적기업(SHU4061)의 대체과목
전인교육원,SHU4072,현대아시아도시사회의이해,3.0,"[1, 2, 3, 4]",,현대과학과동양사상(STU4022)의 대체과목
전인교육원,SHU4073,법이란무엇인가?,3.0,"[1, 2, 3, 4]",,
전인교육원,SHU4074,기후변화와사회정의,3.0,"[1, 2, 3, 4]",,
전인교육원,SHU4075,문화산업과법,3.0,"[1, 2, 3, 4]",,
전인교육원,SHU4076,직장생활과법,3.0,"[1, 2, 3, 4]",,
전인교육원,SHU4077,인간과 인권Ⅰ,2.0,"[1, 2, 3, 4]",,
전인교육원,SHU4078,인간과 인권Ⅱ,2.0,"[1, 2, 3, 4]",,
전인교육원,SHU4079,K-영화와 한류,3.0,"[1, 2, 3, 4]",,구)영화로 사회읽기
전인교육원,SHU4080,K-문화와 미디어,3.0,"[1, 2, 3, 4]",,
전인교육원,SHU4081,법과 금융,3.0,"[1, 2, 3, 4]",,
전인교육원,SHU4082,현대사회와 민주주의,3.0,"[1, 2, 3, 4]",,
전인교육원,SHU4083,창업기회탐색,1.0,"[2, 3, 4]",,성적평가:S/U
전인교육원,SHU4084,한국 민주주의와 시민적 실천,2.0,"[1, 2, 3, 4]",,
전인교육원,SHU4086,창업과 회사법,3.0,"[1, 2, 3, 4]",,
사회학과,SOC2001,사회학개론,3.0,"[1, 2, 3, 4]",,
사회학과,SOC2002,인류학개론,3.0,"[1, 2, 3, 4]",,
사회학과,SOC2003,사회조사방법론(캡스톤디자인),3.0,"[2, 3, 4]",,
사회학과,SOC2004,사회통계학(캡스톤디자인),3.0,"[1, 2, 3, 4]",,
사회학과,SOC2006,사회학사,3.0,"[2, 3, 4]",,
사회학과,SOC2007,이론과사회:현대에서포스트모던이론까지,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3003,사회심리학(캡스톤디자인),3.0,"[1, 2, 3, 4]",,구)사회심리학
사회학과,SOC3004,현대조직과 사회환경,3.0,"[1, 2, 3, 4]",,"구)현대조직과리더십,구)조직행동과 변화관"
사회학과,SOC3008,집단행동과사회운동,3.0,"[2, 3, 4]",,
사회학과,SOC3009,인구와발전,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3010,사회발전론,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3011,도시사회학,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3012,성과사회,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3013,현대가족연구,3.0,"[2, 3, 4]",,
사회학과,SOC3014,종교사회학,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3015,건강과 질병의 사회학,3.0,"[1, 2, 3, 4]",,구)의료사회학
사회학과,SOC3017,예술사회학,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3018,일상생활의사회학,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3019,교육사회학,3.0,"[2, 3, 4]",,
사회학과,SOC3020,세계화와후기산업사회,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3023,환경사회학,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3024,정치사회학,3.0,"[2, 3, 4]",,
사회학과,SOC3025,법사회학,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3027,범죄사회학,3.0,"[2, 3, 4]",,구)일탈 사회학
사회학과,SOC3028,불평등의사회사,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3031,과학사회학,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3032,현대사회와세대문제,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3034,국제이주와초국가주의,3.0,"[1, 2, 3, 4]",,구 인류의기원
사회학과,SOC3040,인종과 종족,3.0,"[2, 3, 4]",,"구)다문화,시민,국가"
사회학과,SOC3041,세계사회의형성과발전,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3044,사회문제연구,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3045,시대진단의사회학,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3047,한국사회사,3.0,"[2, 3, 4]",,
사회학과,SOC3051,시장과사회,3.0,"[1, 2, 3, 4]",,구 시장과합리적선택
사회학과,SOC3053,사회학과기업현장의만남(캡스톤디자인),3.0,"[1, 2, 3, 4]",,"구)사회학과기업현장의만남, S/U 과목"
사회학과,SOC3054,정보사회학,3.0,"[1, 2, 3, 4]",,
사회학과,SOC3055,창업의 사회학(캡스톤디자인),3.0,"[1, 2, 3, 4]",,
사회학과,SOC4001,졸업논문,3.0,[4],,
사회학과,SOC4011,사회학현장실습,3.0,"[3, 4]",,
사회학과,SOC4013,고급데이터분석 Ⅱ(캡스톤디자인),3.0,"[2, 3, 4]",,
사회학과,SOC4014,소셜 빅데이터 분석 Ⅰ(캡스톤디자인),3.0,"[1, 2, 3, 4]",,
사회학과,SOC4015,소셜 빅데이터 분석 Ⅱ(캡스톤디자인),3.0,"[3, 4]",,
사회학과,SOCG005,사회통계심화(캡스톤디자인),3.0,"[3, 4]",,
사회학과,SOCG009,연구방법실습(캡스톤디자인),3.0,"[2, 3, 4]",,대학원초급과목
사회학과,SOCG011,고급데이터분석,3.0,"[2, 3, 4]",,
사회학과,SOCG013,학술 논문 세미나,3.0,"[2, 3, 4]",,
사회학과,SOCG015,문화와 사회 인지(캡스톤디자인),3.0,"[1, 2, 3, 4]",,
사회학과,SOCG016,사회과학의 인과모형,3.0,"[3, 4]",,
사회학과,SOCG017,소셜 빅데이터 분석Ⅰ(캡스톤디자인),3.0,"[3, 4]",,구)SOC4014
사회학과,SOCG018,소셜 빅데이터 분석Ⅱ(캡스톤디자인),3.0,"[3, 4]",,구)SOC4015
스포츠미디어 연계전공,SPM3001,운동처방,2.0,"[1, 2, 3, 4]",,
스포츠미디어 연계전공,SPM3004,스포츠프로모션,2.0,"[1, 2, 3, 4]",,구 스포츠이벤트기획
스포츠미디어 연계전공,SPM3007,스포츠사회학,2.0,"[1, 2, 3, 4]",,
스포츠미디어 연계전공,SPM3008,스포츠커뮤니케이션,2.0,"[1, 2, 3, 4]",,구 스포츠와매스컴
스포츠미디어 연계전공,SPM3010,스포츠산업론,2.0,"[1, 2, 3, 4]",,
스포츠미디어 연계전공,SPM3011,스포츠생리학,2.0,"[1, 2, 3, 4]",,
스포츠미디어 연계전공,SPM3012,스포츠심리학,2.0,"[1, 2, 3, 4]",,
스포츠미디어 연계전공,SPM3014,스포츠소비자행동론,2.0,"[2, 3, 4]",,
스포츠미디어 연계전공,SPM3015,서사적체육:스포츠와스토리텔링,2.0,"[1, 2, 3, 4]",,
스포츠미디어 연계전공,SPM3101,스쿠바다이빙,2.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
스포츠미디어 연계전공,SPM3104,필드골프I,2.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
스포츠미디어 연계전공,SPM3106,체력트레이닝,2.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
스포츠미디어 연계전공,SPM3108,호신술I,1.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
스포츠미디어 연계전공,SPM3110,라켓볼,1.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
스포츠미디어 연계전공,SPM3111,참선,2.0,"[1, 2, 3, 4]",,체육관 방음실
스포츠미디어 연계전공,SPM3113,댄스스포츠I,1.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
스포츠미디어 연계전공,SPM3114,댄스스포츠II,1.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
스포츠미디어 연계전공,SPM3116,태권도,1.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
스포츠미디어 연계전공,SPM3117,요트미스트롤,2.0,"[1, 2, 3, 4]",,
스포츠미디어 연계전공,SPM3119,파워요가,1.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
스포츠미디어 연계전공,SPM3120,댄스피트니스,1.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
대학,SSC2007,공공인문학 연습,3.0,"[2, 3, 4]",,
대학,SSC2010,디지털 휴먼 상호작용의 이해,3.0,"[2, 3, 4]",,
시스템반도체공학과,SSE1002,C언어기초,3.0,"[1, 2, 3, 4]",,
시스템반도체공학과,SSE2032,시스템반도체입문설계,3.0,"[1, 2, 3, 4]",시스템반도체공학과(가능),
시스템반도체공학과,SSE2051,기초회로실험,3.0,"[2, 3, 4]",시스템반도체공학과(가능),
시스템반도체공학과,SSE2052,디지털회로실험,3.0,"[2, 3, 4]",,
시스템반도체공학과,SSE2101,전자장론I,3.0,"[2, 3, 4]",시스템반도체공학과(가능),
시스템반도체공학과,SSE2102,전자장론II,3.0,"[2, 3, 4]",,
시스템반도체공학과,SSE2103,고급공학수학I,3.0,"[2, 3, 4]",시스템반도체공학과(가능),
시스템반도체공학과,SSE2104,고급공학수학II,3.0,"[2, 3, 4]",,
시스템반도체공학과,SSE2108,자료구조 및 알고리즘,3.0,"[2, 3, 4]",,구)공학프로그래밍
시스템반도체공학과,SSE2111,기초회로이론,3.0,"[1, 2, 3, 4]",,
시스템반도체공학과,SSE2112,회로이론,3.0,"[2, 3, 4]",시스템반도체공학과(가능),
시스템반도체공학과,SSE2120,반도체전자공학I,3.0,"[2, 3, 4]",,
시스템반도체공학과,SSE2135,디지털회로,3.0,"[2, 3, 4]",,
시스템반도체공학과,SSE2153,신호 및 시스템,3.0,"[2, 3, 4]",,
시스템반도체공학과,SSE3121,반도체전자공학II,3.0,"[3, 4]",시스템반도체공학과(가능),
시스템반도체공학과,SSE3131,전자회로I,3.0,"[3, 4]",시스템반도체공학과(가능),
시스템반도체공학과,SSE3141,자동제어개론,3.0,"[3, 4]",시스템반도체공학과(가능),
시스템반도체공학과,SSE3148,통신공학개론,3.0,"[3, 4]",시스템반도체공학과(가능),
시스템반도체공학과,SSE3154,확률및랜덤변수,3.0,"[3, 4]",시스템반도체공학과(가능),
시스템반도체공학과,SSE3181,전자회로실험,3.0,"[3, 4]",시스템반도체공학과(가능),
시스템반도체공학과,SSE3201,운영체제및시스템프로그래밍,3.0,"[3, 4]",시스템반도체공학과(가능),
시스템반도체공학과,SSE3202,반도체공정,3.0,"[3, 4]",시스템반도체공학과(가능),
전인교육원,STS2001,자연과인간,3.0,[1],,"자연과학부,공학부 수강불가"
전인교육원,STS2002,생명과환경,3.0,[1],"자연과학대학(불가능),공과대학(불가능),소프트웨어융합대학(불가능)",자연과학대학/공학대학/소프트웨어융합대학 수강불가/STU4006 자연재해와우리사회대체과목
전인교육원,STS2004,대학수학,3.0,[1],"자연과학대학(1전공 불가능),공과대학(1전공 불가능),소프트웨어융합대학(1전공 불가능)","자연,공과,소프트웨어 1전공 수강 불가"
전인교육원,STS2005,미적분학I,3.0,[1],수학과(1전공 가능),
전인교육원,STS2006,미적분학II,3.0,[1],,
융합교육원,STS2008,고급응용C프로그래밍,3.0,[2],"컴퓨터공학과(1전공 불가능),컴퓨터공학과(1전공 불가능)","(구)C언어[C프로그래밍수강자,컴공1전공수강불가]/STS2007 대체과목"
전인교육원,STS2010,과학사,3.0,"[1, 2]",,
전인교육원,STS2011,기초빅데이터프로그래밍,3.0,"[2, 3, 4]",,파이썬 고급과정(구 기초응용소프트웨어프로그래밍)
전인교육원,STS2012,딥러닝기반빅데이터처리실습,3.0,"[2, 3, 4]",,
융합교육원,STS2013,AI융합캡스톤디자인과 창업,3.0,"[3, 4]",,인공지능종합설계Ⅰ-캡스톤디자인(AIC4010)의 대체과목
전인교육원,STS2015,과학도를 위한 파이썬,3.0,"[1, 2, 3, 4]",SCIENCE기반자유전(가능),
전인교육원,STU4003,인간과환경,3.0,"[1, 2, 3, 4]",,
전인교육원,STU4005,바다의이해,3.0,"[1, 2, 3, 4]",,
전인교육원,STU4010,건강과한의학,3.0,"[1, 2, 3, 4]",,
전인교육원,STU4011,우주와 양자,3.0,"[1, 2, 3, 4]",,구)우주와원자시대
전인교육원,STU4016,사상의학의이해,3.0,"[1, 2, 3, 4]",,
전인교육원,STU4026,글로벌캡스톤디자인,2.0,"[1, 2, 3, 4]",,
전인교육원,STU4027,인공지능의 이해,3.0,"[1, 2, 3, 4]",,
스타트업연계전공,SUA2003,스타트업의 시작: 창의적 문제해결과 MVP 개발,3.0,"[3, 4]",,구)창의적문제해결과신제품개발(스타트업)
스타트업연계전공,SUA2004,스타트업의 시작: 고객개발 프로세스,3.0,"[3, 4]",,"구)기업가정신과사업기회포착,SUA2002의 대체과목"
스타트업연계전공,SUA2005,실전스타트업(캡스톤디자인) 입문,3.0,"[3, 4]",,구)실전스타트업(캡스톤디자인)구)SUA4008구)실전스타트업(캐시클래스)
스타트업연계전공,SUA4003,벤처창업과투자유치실습,3.0,"[3, 4]",,
스타트업연계전공,SUA4004,스타트업산업체인턴십I,3.0,[4],,"현장실습, S/U과목"
스타트업연계전공,SUA4005,기업과지식재산,3.0,"[1, 2, 3, 4]",,
스타트업연계전공,SUA4009,스타트업마케팅실습,3.0,"[3, 4]",,
스타트업연계전공,SUA4013,Everyday Entrepreneurship,3.0,"[1, 2, 3, 4]",,
스타트업연계전공,SUA4014,인문 콘텐츠 창작 실습(캡스톤디자인),3.0,"[2, 3, 4]",,
게페르트국제학부,TIR2001,국제관계이론,3.0,"[2, 3, 4]",,
게페르트국제학부,TIR2007,동아시아국제관계,3.0,"[2, 3, 4]",,
게페르트국제학부,TIS1001,국제관계개론,3.0,"[1, 2, 3, 4]",게페르트국제학부(가능),
게페르트국제학부,TIS1002,국제통상입문,3.0,[1],,
게페르트국제학부,TIS1005,국제통상수리기초,3.0,[1],게페르트국제학부(가능),
전인교육원,TLS1001,독서와토론,3.0,[1],,
전인교육원,TLS1002,비평적글쓰기연습,3.0,"[1, 2, 3, 4]",,계열별글쓰기(COR1002)의 대체과목
전인교육원,TLS1003,스토리텔링글쓰기연습,3.0,[1],,LCU4111 해석과설득적글쓰기 대체과목
전인교육원,TLS1004,영어글로벌의사소통II,3.0,[1],,영어II(고급)(COR1006)의 대체과목/영어II(COR1004)의 대체과목
전인교육원,TLS1005,영어읽기와토론연습,3.0,"[2, 3, 4]",,
